"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.746838496E0,8.799007416E0,1.400997639E0,4.115654945E0
2.764865840E0,8.765507698E0,1.396211982E0,4.121038914E0
2.782894588E0,8.690134048E0,1.421336651E0,4.192225456E0
2.800919429E0,8.671588898E0,1.445264935E0,4.197010994E0
2.818938045E0,8.723632812E0,1.430309772E0,4.220939159E0
2.836981685E0,8.757132530E0,1.429711580E0,4.244867325E0
2.855007198E0,8.766105652E0,1.415354609E0,4.220939159E0
2.873028377E0,8.709276199E0,1.387238979E0,4.268795490E0
2.891069148E0,8.709874153E0,1.430309772E0,4.268795490E0
2.909096919E0,8.733204842E0,1.434497118E0,4.244867325E0
2.927129756E0,8.709276199E0,1.411167145E0,4.249652863E0
2.945154842E0,8.757132530E0,1.415354609E0,4.268795490E0
2.963184627E0,8.795417786E0,1.438684583E0,4.220939159E0
2.981212703E0,8.861818314E0,1.452443361E0,4.149154663E0
2.999242427E0,8.703892708E0,1.392622828E0,4.164109707E0
3.017269954E0,8.666205406E0,1.383051515E0,4.297509670E0
3.035299556E0,8.690134048E0,1.406381488E0,4.220939159E0
3.053327327E0,8.648259163E0,1.454237938E0,4.331008911E0
3.071356502E0,8.687142372E0,1.511067510E0,4.363910198E0
3.089385616E0,8.696115494E0,1.473380566E0,4.259224415E0
3.107415401E0,8.676374435E0,1.459023595E0,4.216153622E0
3.125443721E0,8.755936623E0,1.406381488E0,4.063611031E0
3.143473201E0,8.737391472E0,1.420738459E0,4.034897327E0
3.161501094E0,8.772088051E0,1.544566989E0,4.053441525E0
3.179527400E0,8.777471542E0,1.582253933E0,4.148556232E0
3.197544124E0,8.819944382E0,1.519442320E0,4.249054909E0
3.215588191E0,8.937192917E0,1.408176184E0,4.225126743E0
3.233616451E0,8.841479301E0,1.381256819E0,4.106083870E0
3.251649837E0,8.737391472E0,1.411167145E0,4.092324734E0
3.269674007E0,8.756534576E0,1.430309772E0,4.077968121E0
3.287700557E0,8.804390907E0,1.444068432E0,4.034298897E0
3.305717647E0,8.800203323E0,1.487139225E0,4.053441525E0
3.323762141E0,8.800203323E0,1.515853167E0,4.058227062E0
3.341789607E0,8.809774399E0,1.505683661E0,4.106083870E0
3.359822261E0,8.719446182E0,1.468594909E0,4.163511276E0
3.377847469E0,8.748159409E0,1.477568030E0,4.149154663E0
3.395877498E0,8.785846710E0,1.496710539E0,4.101297855E0
3.413905574E0,8.861818314E0,1.495514154E0,4.072584152E0
3.431935054E0,8.847461700E0,1.486541033E0,4.053441525E0
3.449958919E0,8.710473061E0,1.526022673E0,4.125226021E0
3.467977840E0,8.748159409E0,1.525424480E0,4.072584152E0
3.486020626E0,8.809176445E0,1.501496196E0,3.967299938E0
3.504049922E0,8.737990379E0,1.478166223E0,4.125226021E0
3.522082271E0,8.819346428E0,1.543968797E0,4.005585194E0
3.540108699E0,8.857631683E0,1.562513232E0,4.028914928E0
3.558136409E0,8.819346428E0,1.520040631E0,4.101297855E0
3.576165889E0,8.852845192E0,1.514656782E0,4.091726780E0
3.594194087E0,8.824131966E0,1.534397483E0,4.039084435E0
3.612223934E0,8.805587769E0,1.563111424E0,4.019941807E0
3.630251583E0,8.786444664E0,1.572682738E0,4.058227062E0
3.648280574E0,8.791230202E0,1.563111424E0,4.043870449E0
3.666309566E0,8.729017258E0,1.511665702E0,4.077369690E0
3.684339168E0,8.729017258E0,1.497308731E0,4.086941242E0
3.702367488E0,8.705088615E0,1.497308731E0,4.134797573E0
3.720396968E0,8.767302513E0,1.525424480E0,4.144368649E0
3.738424861E0,8.838488579E0,1.519442320E0,4.091726780E0
3.756454829E0,8.861818314E0,1.495514154E0,4.063013077E0
3.774483211E0,8.804988861E0,1.491924882E0,4.034298897E0
3.792511592E0,8.766703606E0,1.487737536E0,3.991228104E0
3.810540645E0,8.757132530E0,1.492523074E0,4.005585194E0
3.828570125E0,8.771489143E0,1.472782373E0,4.101297855E0
3.846598262E0,8.720044136E0,1.506880045E0,4.187439442E0
3.864628230E0,8.691329956E0,1.506880045E0,4.144368649E0
3.882656123E0,8.748159409E0,1.534995675E0,4.110869408E0
3.900686092E0,8.871390343E0,1.514656782E0,4.015156269E0
3.918713130E0,8.866005898E0,1.447657704E0,4.072584152E0
3.936742427E0,8.785248756E0,1.429711580E0,4.153940201E0
3.954771236E0,8.728418350E0,1.425524116E0,4.206582069E0
3.972801387E0,8.662615776E0,1.445264935E0,4.283152580E0
3.990829463E0,8.662615776E0,1.464407444E0,4.283152580E0
4.008859126E0,8.752944946E0,1.472782373E0,4.258625984E0
4.026886531E0,8.805587769E0,1.495514154E0,4.215555191E0
4.044916805E0,8.686544418E0,1.492523074E0,4.225724697E0
4.062944332E0,8.639286041E0,1.497906923E0,4.225724697E0
4.080969722E0,8.696115494E0,1.487737536E0,4.230510235E0
4.098987117E0,8.752944946E0,1.463211060E0,4.235296249E0
4.117032283E0,8.700303078E0,1.463809252E0,4.244867325E0
4.135062923E0,8.653642654E0,1.512263894E0,4.240081787E0
4.153103999E0,8.696115494E0,1.521237016E0,4.244867325E0
4.171117976E0,8.743373871E0,1.476969719E0,4.273581028E0
4.189147823E0,8.724231720E0,1.439282775E0,4.283152580E0
4.207173031E0,8.728418350E0,1.449452281E0,4.158725739E0
4.225204402E0,8.742775917E0,1.463211060E0,4.163511276E0
4.243233577E0,8.781061172E0,1.462612867E0,4.173082829E0
4.261263667E0,8.672187805E0,1.497308731E0,4.235296249E0
4.279291316E0,8.729017258E0,1.482353687E0,4.192225456E0
4.297320796E0,8.743373871E0,1.467996716E0,4.220939159E0
4.315348567E0,8.724231720E0,1.506880045E0,4.144368649E0
4.333378780E0,8.752944946E0,1.491924882E0,4.197010994E0
4.351406551E0,8.724231720E0,1.482353687E0,4.220939159E0
4.369435359E0,8.720044136E0,1.501496196E0,4.211368084E0
4.387464168E0,8.729615211E0,1.520638824E0,4.187439442E0
4.405494197E0,8.682356834E0,1.526022673E0,4.235296249E0
4.423522579E0,8.635098457E0,1.540977836E0,4.225724697E0
4.441552120E0,8.672785759E0,1.559522152E0,4.153940201E0
4.459579952E0,8.763114929E0,1.530210137E0,4.167698860E0
4.477609798E0,8.833703041E0,1.509871125E0,4.110270977E0
4.495637020E0,8.852247238E0,1.457229018E0,4.210769653E0
4.513666499E0,8.790632248E0,1.463211060E0,4.134797573E0
4.531695064E0,8.695517540E0,1.464407444E0,4.149154663E0
4.549725215E0,8.700303078E0,1.502692580E0,4.086941242E0
4.567753292E0,8.776873589E0,1.558923960E0,4.067200184E0
4.585779232E0,8.876773834E0,1.552941918E0,4.052843571E0
4.603794490E0,8.838488579E0,1.510469317E0,4.063013077E0
4.621840694E0,8.843274117E0,1.514656782E0,4.086941242E0
4.639868343E0,8.733802795E0,1.491924882E0,4.153940201E0
4.657901363E0,8.733802795E0,1.491924882E0,4.158725739E0
4.675926448E0,8.771489143E0,1.487139225E0,4.125226021E0
4.693956539E0,8.644071579E0,1.517049551E0,4.206582069E0
4.711984249E0,8.677571297E0,1.564307809E0,4.205984116E0
4.730013973E0,8.715856552E0,1.597209096E0,4.148556232E0
4.748041683E0,8.763114929E0,1.582253933E0,4.119842529E0
4.766071590E0,8.739186287E0,1.568495274E0,4.077369690E0
4.784099178E0,8.762516975E0,1.549352646E0,4.024727821E0
4.802128475E0,8.805587769E0,1.558325768E0,4.063013077E0
4.820157344E0,8.834300995E0,1.572682738E0,4.019941807E0
4.838187373E0,8.881559372E0,1.567298889E0,4.000201225E0
4.856215388E0,8.886344910E0,1.562513232E0,3.981656790E0
4.874244991E0,8.891130447E0,1.572084427E0,3.957728624E0
4.892273128E0,8.720044136E0,1.560120344E0,3.981656790E0
4.910303340E0,8.776873589E0,1.578066587E0,4.010370731E0
4.928330623E0,8.829515457E0,1.596610904E0,3.995415688E0
4.946359371E0,8.829515457E0,1.610967875E0,3.985844374E0
4.964388179E0,8.820542336E0,1.634896040E0,3.961916208E0
4.982418453E0,8.872586250E0,1.634297848E0,3.942773581E0
5.000446345E0,8.806185722E0,1.625324726E0,4.024129391E0
5.018475887E0,8.715258598E0,1.569093466E0,4.043870449E0
5.036505916E0,8.758329391E0,1.568495274E0,4.063013077E0
5.054542842E0,8.682356834E0,1.583450437E0,4.163511276E0
5.072561580E0,8.687741280E0,1.621735573E0,4.100699902E0
5.090590511E0,8.897112846E0,1.681556106E0,3.952344894E0
5.108617427E0,8.977870941E0,1.694716692E0,3.932604074E0
5.126649226E0,8.991629601E0,1.675574064E0,3.942175388E0
5.144677547E0,8.863015175E0,1.624726534E0,3.952344894E0
5.162706783E0,8.605786324E0,1.570888042E0,4.010370731E0
5.180734920E0,8.682356834E0,1.627119422E0,3.962514400E0
5.198764705E0,8.768498421E0,1.692921996E0,3.885345697E0
5.216795284E0,8.721240044E0,1.717448473E0,3.909274101E0
5.234832271E0,8.730812073E0,1.683350682E0,4.014558315E0
5.252850154E0,8.749954224E0,1.697707653E0,3.966701746E0
5.270876827E0,8.792427063E0,1.731207132E0,3.837489367E0
5.288892330E0,8.864211082E0,1.753939033E0,3.842274904E0
5.306937862E0,8.931210518E0,1.738385677E0,3.951746702E0
5.324965938E0,8.925827026E0,1.724028707E0,3.927818298E0
5.342999202E0,8.925827026E0,1.710269928E0,3.870988846E0
5.361023250E0,8.816953659E0,1.735394597E0,3.894917011E0
5.379052303E0,8.849854469E0,1.764108539E0,3.780061483E0
5.397081294E0,8.997013092E0,1.776670814E0,3.698705673E0
5.415111080E0,8.968897820E0,1.776670814E0,3.732205153E0
5.433139033E0,8.721838951E0,1.765304923E0,3.870988846E0
5.451169002E0,8.740383148E0,1.736590981E0,3.804588079E0
5.469196834E0,8.815756798E0,1.702493310E0,3.808775425E0
5.487226741E0,8.882157326E0,1.677368641E0,3.803989887E0
5.505254939E0,8.905488014E0,1.648654819E0,3.732803345E0
5.523285457E0,8.862417221E0,1.634896040E0,3.771088600E0
5.541312312E0,8.877371788E0,1.648654819E0,3.885345697E0
5.559342037E0,8.882756233E0,1.676770449E0,3.947559118E0
5.577369686E0,8.863613129E0,1.691725612E0,3.880560160E0
5.595400142E0,8.839685440E0,1.697109461E0,3.813561201E0
5.613428523E0,8.844470978E0,1.692323804E0,3.861417532E0
5.631457576E0,8.844470978E0,1.667797327E0,3.942773581E0
5.649485225E0,8.825327873E0,1.668395638E0,3.933202267E0
5.667514522E0,8.778069496E0,1.697707653E0,3.890131474E0
5.685543269E0,8.868398666E0,1.701296926E0,3.866203070E0
5.703573055E0,8.953942299E0,1.709671736E0,3.832703590E0
5.721602535E0,8.825926781E0,1.701895118E0,3.861417532E0
5.739632991E0,8.764310837E0,1.712064624E0,3.870988846E0
5.757643672E0,8.764310837E0,1.716850281E0,3.890131474E0
5.775687556E0,8.858827591E0,1.701296926E0,3.890131474E0
5.793709773E0,8.939585686E0,1.710269928E0,3.861417532E0
5.811749202E0,8.858827591E0,1.706082582E0,3.861417532E0
5.829774226E0,8.830712318E0,1.725823283E0,3.808775425E0
5.847805538E0,8.830113411E0,1.692323804E0,3.856631994E0
5.865832393E0,8.854042053E0,1.668395638E0,3.870988846E0
5.883862178E0,8.834898949E0,1.668395638E0,3.842274904E0
5.901889949E0,8.806185722E0,1.683350682E0,3.837489367E0
5.919919856E0,8.839685440E0,1.687538147E0,3.823132277E0
5.937947750E0,8.877371788E0,1.682154298E0,3.803989887E0
5.955976314E0,8.895915985E0,1.658226132E0,3.775874138E0
5.974001400E0,8.881559372E0,1.615753531E0,3.756731510E0
5.992020015E0,8.857631683E0,1.610967875E0,3.775874138E0
6.010063533E0,8.853444099E0,1.677966833E0,3.799802303E0
6.028089168E0,8.872586250E0,1.687538147E0,3.775275946E0
6.046109921E0,8.839685440E0,1.668395638E0,3.861417532E0
6.064151119E0,8.801400185E0,1.621137381E0,3.919443607E0
6.082178401E0,8.848059654E0,1.601396561E0,3.833301783E0
6.100211482E0,8.815158844E0,1.616351724E0,3.814159393E0
6.118236019E0,8.720642090E0,1.651047587E0,3.833301783E0
6.136266170E0,8.705686569E0,1.627119422E0,3.823730469E0
6.154294246E0,8.843872070E0,1.610967875E0,3.914657831E0
6.172324275E0,8.534600258E0,1.619940877E0,3.790829182E0
6.190351680E0,8.612366676E0,1.771885157E0,3.771088600E0
6.208378047E0,8.693722725E0,1.847259045E0,3.741776466E0
6.226393795E0,8.808578491E0,1.820937991E0,3.975674868E0
6.244438594E0,8.775676727E0,1.782054663E0,4.247858524E0
6.262463497E0,8.821140289E0,1.686939955E0,4.052245140E0
6.280485774E0,8.809774399E0,1.626521230E0,3.671188116E0
6.298524959E0,8.504690170E0,1.540379524E0,3.614956856E0
6.316555049E0,8.414958954E0,1.589432478E0,3.528815269E0
6.334586910E0,8.636893272E0,1.572682738E0,3.299104214E0
6.352609188E0,8.964710236E0,1.530210137E0,3.360719442E0
6.370625484E0,8.883354187E0,1.493121386E0,3.303889751E0
6.388670284E0,8.734998703E0,1.463211060E0,3.041875839E0
6.406698848E0,8.880961418E0,1.399801254E0,2.864806890E0
6.424732234E0,9.003593445E0,1.379462242E0,2.764308453E0
6.442755855E0,9.087940216E0,1.302293777E0,2.583052158E0
6.460786312E0,9.071788788E0,1.217348576E0,2.402393818E0
6.478813655E0,9.265607834E0,1.158126116E0,2.354537487E0
6.496839839E0,9.382257462E0,1.061815023E0,2.077568293E0
6.514855892E0,9.476176262E0,1.057029366E0,1.700100541E0
6.532900447E0,9.580862045E0,1.070189953E0,1.671386600E0
6.550929317E0,9.224929810E0,1.109073281E0,1.561915040E0
6.568963069E0,8.840881348E0,9.008977413E-1,1.182054400E0
6.586987117E0,9.270393372E0,7.872386575E-1,6.610172391E-1
6.605017024E0,1.052243805E1,7.435696125E-1,1.621137410E-1
6.677129960E0,1.194197941E1,1.962114573E-1,-2.646461725E0
6.695159420E0,1.161236858E1,-7.178468257E-2,-3.742374659E0
6.713190731E0,1.172124195E1,-2.805584669E-1,-4.476971149E0
6.731218074E0,1.160937691E1,-1.053440213E0,-5.327619553E0
6.749247859E0,1.137547874E1,-1.348355532E0,-6.094519138E0
6.767275813E0,1.136830044E1,-9.589236975E-1,-5.499304771E0
6.785306209E0,1.120917797E1,-8.775677085E-1,-5.036293507E0
6.803333126E0,1.038425159E1,-9.110672474E-1,-5.860022545E0
6.821362605E0,1.034836006E1,-9.900303483E-1,-6.265007973E0
6.839390987E0,1.028614616E1,-1.245464206E0,-5.380859852E0
6.857421016E0,1.010907745E1,-1.536790371E0,-4.773082733E0
6.875449275E0,1.035793114E1,-1.700698733E0,-5.111667156E0
6.893479060E0,1.030409241E1,-1.712662816E0,-5.593821049E0
6.911506709E0,1.034836006E1,-1.521835208E0,-5.733202934E0
6.929536739E0,1.034177971E1,-1.036690354E0,-5.248058319E0
6.947564449E0,1.018983555E1,-7.992027402E-1,-4.503890514E0
6.965593440E0,9.812367439E0,-7.196413875E-1,-3.959523201E0
6.983622615E0,9.534799576E0,-5.497509837E-1,-3.882952929E0
7.001652156E0,1.000498962E1,-3.870390654E-1,-4.390829563E0
7.019680599E0,1.031306553E1,-3.320041299E-1,-4.874179840E0
7.037710140E0,1.022812080E1,-5.778666735E-1,-5.221138954E0
7.055737605E0,8.970691681E0,-1.339980721E0,-4.866403103E0
7.073767757E0,8.734400749E0,-1.395613790E0,-4.402793884E0
7.091795833E0,8.948558807E0,-1.370489120E0,-4.231108665E0
7.109824336E0,8.955139160E0,-1.256231904E0,-4.226921082E0
7.127853389E0,9.108877182E0,-1.105484009E0,-4.266402721E0
7.145883235E0,9.454042435E0,-7.704889178E-1,-4.526622295E0
7.163911495E0,9.300901413E0,-4.965106845E-1,-4.436293125E0
7.181940975E0,9.041280746E0,-3.457628787E-1,-4.369892120E0
7.199968807E0,8.976076126E0,-1.866401732E-1,-4.580460548E0
7.217998775E0,9.056833267E0,-2.165504545E-1,-4.441677094E0
7.236026119E0,9.019146919E0,-5.742774159E-2,-3.564109325E0
7.254055232E0,9.090931892E0,-6.879365444E-2,-3.254238844E0
7.272084224E0,8.730812073E0,-2.243271172E-1,-3.810570002E0
7.290114253E0,8.830712318E0,-3.128615618E-1,-3.448057413E0
7.308142941E0,8.955139160E0,-3.445664644E-1,-3.084946632E0
7.326171993E0,8.571090698E0,-3.595215976E-1,-2.836092949E0
7.344200069E0,8.096115112E0,-3.870390654E-1,-2.624926329E0
7.362229671E0,7.928617954E0,-4.606183469E-1,-2.805584431E0
7.380257381E0,7.639086246E0,-4.528416991E-1,-2.599203587E0
7.398286434E0,7.139584541E0,-5.617151260E-1,-2.363510609E0
7.416315425E0,7.443472862E0,-2.949153781E-1,-1.969292998E0
7.434345027E0,8.073383331E0,-3.589234129E-2,-2.034497499E0
7.452373347E0,8.304290771E0,1.076770201E-1,-1.763510346E0
7.470402889E0,8.394619942E0,3.134597540E-1,-9.385846853E-1
7.488431087E0,8.445467949E0,4.642075896E-1,-6.197410822E-1
7.506460933E0,8.262416840E0,3.774677813E-1,-1.005583763E0
7.524488216E0,7.856832981E0,3.320041299E-1,-1.362114310E0
7.542517208E0,7.374679565E0,1.621137410E-1,-1.460818172E0
7.560543697E0,7.350750923E0,1.381855011E-1,-1.374676585E0
7.578576228E0,7.438687325E0,-3.888336942E-2,-1.517049551E0
7.596603938E0,7.513463020E0,2.219343036E-1,-1.408774376E0
7.614634457E0,8.032705307E0,4.552344978E-1,-1.826321840E0
7.632661678E0,9.976874352E0,9.349954724E-1,-1.818545222E0
7.650691768E0,1.102373409E1,1.240678549E0,6.693921089E-1
7.668719234E0,1.044586754E1,1.020538807E0,4.187439680E-1
7.686748225E0,8.690134048E0,6.610172391E-1,-4.917250574E-1
7.704777644E0,8.261817932E0,7.010970116E-1,-8.590233326E-1
7.722807246E0,8.331210136E0,8.715856671E-1,-7.118647099E-1
7.740835568E0,8.456833839E0,1.056431174E0,-7.651050687E-1
7.758865109E0,8.584251404E0,1.286740422E0,-4.085744619E-1
7.776890560E0,8.716454506E0,1.324427366E0,-7.621139884E-1
7.794907527E0,8.687142372E0,1.229312658E0,-6.855437160E-1
7.812946651E0,8.794819832E0,1.470389485E0,-4.719842672E-1
7.830963497E0,9.013164520E0,1.424327731E0,-4.390829504E-1
7.849011836E0,9.279366493E0,1.478166223E0,-4.875376225E-1
7.867037776E0,9.142376900E0,1.465005636E0,-2.530409992E-1
7.885069942E0,9.342776299E0,1.524227977E0,-3.254238665E-1
7.903096309E0,9.608379364E0,1.564906001E0,-5.413761139E-1
7.921122005E0,8.973683357E0,1.228714466E0,-2.566302419E-1
7.939146114E0,9.148359299E0,1.390828133E0,4.247260094E-1
7.957181148E0,9.843474388E0,1.525424480E0,2.362912297E-1
7.975210445E0,1.013001442E1,1.409372568E0,-2.985046208E-1
7.993240962E0,1.069651508E1,1.554736495E0,-4.576273263E-1
8.011270687E0,1.096929741E1,1.727617979E0,-5.312066078E-1
8.029303462E0,1.079521942E1,1.834696770E0,-4.354937077E-1
8.047326717E0,9.430712700E0,1.414158225E0,-4.923232496E-1
8.065355465E0,8.409575462E0,1.143171072E0,-9.086744189E-1
8.083386775E0,8.280363083E0,1.078564763E0,-9.511470199E-1
8.101412654E0,8.599804878E0,1.034297585E0,-5.365904570E-1
8.119441402E0,9.309874535E0,1.171884894E0,-3.050848842E-1
8.137469906E0,9.477372169E0,1.269990563E0,-2.913261652E-1
8.155500240E0,9.742975235E0,1.281356573E0,-5.258227587E-1
8.173528560E0,9.897911072E0,1.517647743E0,-4.701896608E-1
8.191558284E0,1.023410225E1,1.784447432E0,-3.194418252E-1
8.209585689E0,1.058584690E1,1.832303882E0,-3.822534084E-1
8.227615535E0,1.043988514E1,1.649851203E0,-7.441678643E-1
8.245640010E0,9.994221687E0,1.317248821E0,-7.842476368E-1
8.263659480E0,9.573683739E0,9.870393276E-1,-2.189432681E-1
8.281701228E0,9.235696793E0,7.698906660E-1,2.985046208E-1
8.299727169E0,8.938388824E0,6.556333899E-1,-1.495514158E-2
8.317747127E0,9.093922615E0,6.263213158E-1,-3.116651475E-1
8.335788631E0,9.511469841E0,9.152546525E-1,-7.956135273E-2
8.353816890E0,9.767501831E0,1.231705427E0,-1.010967568E-1
8.371851009E0,9.827920914E0,1.517049551E0,-7.178467698E-3
8.389874263E0,1.001456070E1,1.633699656E0,-5.563312769E-2
8.407903987E0,1.003310490E1,1.596012712E0,-1.226321608E-1
8.425932552E0,1.007019424E1,1.523629785E0,-6.939185411E-2
8.443958614E0,9.883553505E0,1.392024517E0,2.213360928E-2
8.461975520E0,9.621540070E0,1.295115232E0,8.494520187E-2
8.480019771E0,9.560523033E0,1.304686546E0,2.763710022E-1
8.498047847E0,9.499505997E0,1.338784218E0,3.858426511E-1
8.516081234E0,9.513862610E0,1.386640668E0,2.949153781E-1
8.534105709E0,9.622138023E0,1.386042476E0,-5.383851007E-2
8.552134090E0,9.713663101E0,1.485344648E0,-5.443671346E-2
8.570163570E0,9.682557106E0,1.550549030E0,4.660021961E-1
8.588193538E0,9.640084267E0,1.512263894E0,6.903293133E-1
8.606221431E0,9.662218094E0,1.416550994E0,5.952146053E-1
8.624251216E0,9.780064583E0,1.344168067E0,4.331009090E-1
8.642278621E0,1.007497978E1,1.417149186E0,2.650051117E-1
8.660309078E0,1.008395290E1,1.378864050E0,2.506481707E-1
8.678335933E0,9.808179855E0,1.315454245E0,3.852444589E-1
8.696365535E0,9.607781410E0,1.207777262E0,5.676971674E-1
8.714393917E0,9.710672379E0,1.125224829E0,4.965106845E-1
8.732423946E0,9.661619186E0,1.007378340E0,3.870390654E-1
8.750452205E0,9.509077072E0,9.373882413E-1,4.450650215E-1
8.768482112E0,9.547960281E0,9.696913958E-1,5.832505226E-1
8.786510127E0,9.765109062E0,8.428717852E-1,6.693921089E-1
8.804539668E0,9.984052658E0,8.297112584E-1,7.974081635E-1
8.822567379E0,9.959526062E0,8.309076428E-1,5.688936114E-1
8.840596370E0,9.750752449E0,9.104689956E-1,4.444667995E-1
8.858626094E0,9.494720459E0,9.134600163E-1,4.737788737E-1
8.876655330E0,9.769894600E0,9.002995491E-1,4.588237405E-1
8.894683467E0,9.696315765E0,1.009771109E0,8.787640929E-1
8.912712764E0,9.845269203E0,1.078564763E0,1.049850941E0
8.930740779E0,9.754341125E0,1.032503009E0,9.978070259E-1
8.948770748E0,9.942177773E0,1.022333503E0,4.342973232E-1
8.966798091E0,9.940981865E0,1.013958573E0,7.597211748E-2
8.984827205E0,9.852447510E0,1.071386337E0,3.529413342E-1
9.002856258E0,9.720842361E0,1.109671474E0,7.926225066E-1
9.020886287E0,9.673583984E0,1.080957651E0,9.834501147E-1
9.038914180E0,9.579665184E0,1.182652593E0,8.925228715E-1
9.056943904E0,9.482157707E0,1.080359459E0,5.353940725E-1
9.074971675E0,9.897911072E0,1.232303619E0,6.197410822E-1
9.093001521E0,9.507881165E0,1.271187067E0,4.390829504E-1
9.111029109E0,9.339784622E0,1.048654556E0,5.928218365E-1
9.129058406E0,9.499505997E0,8.895317912E-1,5.647061467E-1
9.147087215E0,9.816555023E0,8.380861282E-1,4.875376225E-1
9.165117061E0,9.781260490E0,9.517452121E-1,7.878368497E-1
9.183145320E0,9.945767403E0,1.134197950E0,1.168893814E0
9.201172054E0,1.005045319E1,1.152144074E0,1.087537885E0
9.219191463E0,9.745966911E0,1.112662554E0,1.164706469E0
9.237232417E0,9.561718941E0,1.201795220E0,1.092921734E0
9.255260005E0,9.618548393E0,1.215553880E0,1.006780148E0
9.273291927E0,9.704689980E0,1.247258782E0,1.125823021E0
9.291318233E0,9.504889488E0,1.177866936E0,1.255633712E0
9.309348262E0,9.395418167E0,1.194018483E0,1.198804140E0
9.327376461E0,9.378069878E0,1.284347534E0,1.284347534E0
9.345403866E0,9.581459999E0,1.272383451E0,1.164108157E0
9.363423885E0,9.629914284E0,1.319641709E0,1.149751306E0
9.381463619E0,9.719047546E0,1.247258782E0,1.121037364E0
9.399490840E0,9.647262573E0,1.180858016E0,1.135992527E0
9.417522579E0,9.518648148E0,1.125224829E0,1.246062398E0
9.435549495E0,9.591031075E0,1.228714466E0,1.312463164E0
9.453579707E0,9.891330719E0,1.310668588E0,1.311266780E0
9.471607234E0,9.820143700E0,1.340578914E0,1.259222865E0
9.489636653E0,9.501898766E0,1.296909928E0,1.288534999E0
9.507665218E0,9.568299294E0,1.315454245E0,1.278963685E0
9.525690914E0,9.714859962E0,1.323829174E0,1.068395257E0
9.543707515E0,9.756733894E0,1.280758262E0,9.110672474E-1
9.561751705E0,9.649057388E0,1.353141189E0,1.101894855E0
9.579780513E0,9.539586067E0,1.335195065E0,1.164108157E0
9.597813655E0,9.571888924E0,1.297508121E0,9.828519225E-1
9.615838374E0,9.627521515E0,1.225723386E0,7.920243144E-1
9.633867793E0,9.699306488E0,1.253240824E0,8.249256015E-1
9.651895442E0,9.638887405E0,1.301097274E0,1.054038405E0
9.669925777E0,9.605986595E0,1.305882931E0,1.097109199E0
9.687953243E0,9.652048111E0,1.234696507E0,9.158528447E-1
9.705982784E0,9.698708534E0,1.181456208E0,8.350951076E-1
9.724011043E0,9.722636223E0,1.229312658E0,7.298108935E-1
9.742041438E0,9.632308006E0,1.269392371E0,5.868397355E-1
9.760069575E0,9.603593826E0,1.250249863E0,7.010970116E-1
9.778098934E0,9.750752449E0,1.200598717E0,7.298108935E-1
9.796121394E0,9.679565430E0,1.225125194E0,7.872386575E-1
9.814136165E0,9.613762856E0,1.268794179E0,7.633104324E-1
9.832184078E0,9.660423279E0,1.273579836E0,5.718846321E-1
9.850213252E0,9.703494072E0,1.282552958E0,5.766702294E-1
9.868247310E0,9.683753014E0,1.235294700E0,5.964110494E-1
9.886272029E0,9.763314247E0,1.162911773E0,4.384847581E-1
9.904300105E0,9.744770050E0,1.182054400E0,5.437689424E-1
9.922329585E0,9.655039787E0,1.202393413E0,5.676971674E-1
9.940357539E0,9.640682220E0,1.188036442E0,5.724828243E-1
9.958387813E0,9.726823807E0,1.215553880E0,6.293123364E-1
9.976415401E0,9.735796928E0,1.196411371E0,5.341976285E-1
9.994444575E0,9.725627899E0,1.173081279E0,4.007977843E-1
1.001247363E1,9.768698692E0,1.182054400E0,4.671986103E-1
1.003049859E1,9.754341125E0,1.196411371E0,5.054838061E-1
1.004851379E1,9.735198975E0,1.163509965E0,4.342973232E-1
1.006656097E1,9.715457916E0,1.130608678E0,3.146561682E-1
1.008458880E1,9.605986595E0,1.160519004E0,3.391826153E-1
1.010262335E1,9.630513191E0,1.198804140E0,2.907279432E-1
1.012064618E1,9.710672379E0,1.178465128E0,2.620140910E-1
1.013867504E1,9.748359680E0,1.130608678E0,2.859423161E-1
1.015670379E1,9.753145218E0,1.130010486E0,3.433700502E-1
1.017473394E1,9.720842361E0,1.183250785E0,3.481557071E-1
1.019276245E1,9.701699257E0,1.226321578E0,2.715853751E-1
1.021079235E1,9.716055870E0,1.255035520E0,2.189432681E-1
1.022881964E1,9.744172096E0,1.241276741E0,9.930214286E-2
1.024684558E1,9.692128181E0,1.261017561E0,7.118647546E-2
1.026486169E1,9.691530228E0,1.223330617E0,-4.366901144E-2
1.028290600E1,9.638289452E0,1.180858016E0,-9.092725813E-2
1.030093487E1,9.685547829E0,1.141974568E0,-3.349951655E-2
1.031896868E1,9.680762291E0,1.118046403E0,-4.307080805E-2
1.033699255E1,9.713065147E0,1.079761267E0,-6.221338734E-2
1.035502081E1,9.775279045E0,1.079162955E0,-6.221338734E-2
1.037305041E1,9.818349838E0,1.116850019E0,-1.196411327E-1
1.039108068E1,9.761520386E0,1.150947690E0,-1.866401732E-1
1.040910870E1,9.780662537E0,1.194018483E0,-2.249253243E-1
1.042713732E1,9.770493507E0,1.156331539E0,-3.535395563E-1
1.044516613E1,9.770493507E0,1.132403374E0,-2.913261652E-1
